_id,year_month,year,month,month_name,harmonize_grp,hmn_grp_name,duty
486,2019-04-01T00:00:00,2019,4,April,39,พลาสติกและของที่ทำด้วยพลาสติก,354732535
487,2019-04-01T00:00:00,2019,4,April,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,258141997
488,2019-04-01T00:00:00,2019,4,April,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,124942359
489,2019-04-01T00:00:00,2019,4,April,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,176877883
490,2019-04-01T00:00:00,2019,4,April,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),165511483
491,2019-04-01T00:00:00,2019,4,April,42,เครื่องหนัง,145167995
492,2019-04-01T00:00:00,2019,4,April,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",135550860
493,2019-04-01T00:00:00,2019,4,April,64,รองเท้า,152617928
494,2019-04-01T00:00:00,2019,4,April,61,เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์,109984636
495,2019-04-01T00:00:00,2019,4,April,4,ผลิตภัณฑ์นม ไข่สัตว์ปีก น้ำผึ้งธรรมชาติ,138057127
496,2019-03-01T00:00:00,2019,3,March,87,ยานยนต์และส่วนประกอบ,1208229887
497,2019-03-01T00:00:00,2019,3,March,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,873547682
498,2019-03-01T00:00:00,2019,3,March,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,654017814
499,2019-03-01T00:00:00,2019,3,March,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,401436954
500,2019-03-01T00:00:00,2019,3,March,73,ของทำด้วยเหล็กหรือเหล็กกล้า,313202477
501,2019-03-01T00:00:00,2019,3,March,39,พลาสติกและของที่ทำด้วยพลาสติก,369891893
502,2019-03-01T00:00:00,2019,3,March,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,245825355
503,2019-03-01T00:00:00,2019,3,March,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,135594022
504,2019-03-01T00:00:00,2019,3,March,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,200177802
505,2019-03-01T00:00:00,2019,3,March,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),151345350
506,2019-03-01T00:00:00,2019,3,March,42,เครื่องหนัง,163070501
507,2019-03-01T00:00:00,2019,3,March,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",143348001
508,2019-03-01T00:00:00,2019,3,March,64,รองเท้า,150093801
509,2019-03-01T00:00:00,2019,3,March,61,เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์,137832038
511,2019-02-01T00:00:00,2019,2,February,87,ยานยนต์และส่วนประกอบ,1160261363
512,2019-02-01T00:00:00,2019,2,February,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,747283360
513,2019-02-01T00:00:00,2019,2,February,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,573541380
514,2019-02-01T00:00:00,2019,2,February,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,339666674
515,2019-02-01T00:00:00,2019,2,February,73,ของทำด้วยเหล็กหรือเหล็กกล้า,294344722
516,2019-02-01T00:00:00,2019,2,February,39,พลาสติกและของที่ทำด้วยพลาสติก,321413423
517,2019-02-01T00:00:00,2019,2,February,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,234131409
518,2019-02-01T00:00:00,2019,2,February,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,183849285
519,2019-02-01T00:00:00,2019,2,February,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,179958576
520,2019-02-01T00:00:00,2019,2,February,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),153004971
521,2019-02-01T00:00:00,2019,2,February,42,เครื่องหนัง,137339631
522,2019-02-01T00:00:00,2019,2,February,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",107492444
523,2019-02-01T00:00:00,2019,2,February,64,รองเท้า,135593775
524,2019-02-01T00:00:00,2019,2,February,61,เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์,127721215
525,2019-02-01T00:00:00,2019,2,February,4,ผลิตภัณฑ์นม ไข่สัตว์ปีก น้ำผึ้งธรรมชาติ,90660636
526,2019-01-01T00:00:00,2019,1,January,87,ยานยนต์และส่วนประกอบ,1264645514
527,2019-01-01T00:00:00,2019,1,January,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,924085405
528,2019-01-01T00:00:00,2019,1,January,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,672682705
529,2019-01-01T00:00:00,2019,1,January,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,414523894
530,2019-01-01T00:00:00,2019,1,January,73,ของทำด้วยเหล็กหรือเหล็กกล้า,339048462
531,2019-01-01T00:00:00,2019,1,January,39,พลาสติกและของที่ทำด้วยพลาสติก,406323342
532,2019-01-01T00:00:00,2019,1,January,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,278426095
533,2019-01-01T00:00:00,2019,1,January,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,165215232
534,2019-01-01T00:00:00,2019,1,January,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,217359497
535,2019-01-01T00:00:00,2019,1,January,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),263988446
536,2019-01-01T00:00:00,2019,1,January,42,เครื่องหนัง,167696881
537,2019-01-01T00:00:00,2019,1,January,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",139476748
538,2019-01-01T00:00:00,2019,1,January,64,รองเท้า,173596744
539,2019-01-01T00:00:00,2019,1,January,61,เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์,151813704
540,2019-01-01T00:00:00,2019,1,January,4,ผลิตภัณฑ์นม ไข่สัตว์ปีก น้ำผึ้งธรรมชาติ,89008809
541,2018-12-01T00:00:00,2018,12,December,87,ยานยนต์และส่วนประกอบ,1336379746
542,2018-12-01T00:00:00,2018,12,December,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,895300255
543,2018-12-01T00:00:00,2018,12,December,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,664586560
544,2018-12-01T00:00:00,2018,12,December,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,377278177
545,2018-12-01T00:00:00,2018,12,December,39,พลาสติกและของที่ทำด้วยพลาสติก,359491368
546,2018-12-01T00:00:00,2018,12,December,73,ของทำด้วยเหล็กหรือเหล็กกล้า,336084656
601,2018-08-01T00:00:00,2018,8,August,87,ยานยนต์และส่วนประกอบ,1514590336
547,2018-12-01T00:00:00,2018,12,December,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,251117516
548,2018-12-01T00:00:00,2018,12,December,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,236953562
549,2018-12-01T00:00:00,2018,12,December,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),189304083
550,2018-12-01T00:00:00,2018,12,December,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,165790686
551,2018-12-01T00:00:00,2018,12,December,42,เครื่องหนัง,154228730
552,2018-12-01T00:00:00,2018,12,December,4,ผลิตภัณฑ์นม ไข่สัตว์ปีก น้ำผึ้งธรรมชาติ,141527670
553,2018-12-01T00:00:00,2018,12,December,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",138543934
554,2018-12-01T00:00:00,2018,12,December,64,รองเท้า,133167939
555,2018-12-01T00:00:00,2018,12,December,94,เฟอร์นิเจอร์ ฟูก เครื่องประทีป โคมไฟ,127934020
556,2018-11-01T00:00:00,2018,11,November,87,ยานยนต์และส่วนประกอบ,1744879384
557,2018-11-01T00:00:00,2018,11,November,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,997733711
558,2018-11-01T00:00:00,2018,11,November,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,744181435
559,2018-11-01T00:00:00,2018,11,November,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,415559423
560,2018-11-01T00:00:00,2018,11,November,39,พลาสติกและของที่ทำด้วยพลาสติก,408862843
561,2018-11-01T00:00:00,2018,11,November,73,ของทำด้วยเหล็กหรือเหล็กกล้า,363390516
562,2018-11-01T00:00:00,2018,11,November,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,277329244
563,2018-11-01T00:00:00,2018,11,November,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,231460586
582,2018-10-01T00:00:00,2018,10,October,4,ผลิตภัณฑ์นม ไข่สัตว์ปีก น้ำผึ้งธรรมชาติ,116162483
564,2018-11-01T00:00:00,2018,11,November,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),183603281
565,2018-11-01T00:00:00,2018,11,November,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,214391730
566,2018-11-01T00:00:00,2018,11,November,42,เครื่องหนัง,169037841
567,2018-11-01T00:00:00,2018,11,November,4,ผลิตภัณฑ์นม ไข่สัตว์ปีก น้ำผึ้งธรรมชาติ,134826951
568,2018-11-01T00:00:00,2018,11,November,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",143451330
569,2018-11-01T00:00:00,2018,11,November,64,รองเท้า,145921795
570,2018-11-01T00:00:00,2018,11,November,94,เฟอร์นิเจอร์ ฟูก เครื่องประทีป โคมไฟ,150022261
571,2018-10-01T00:00:00,2018,10,October,87,ยานยนต์และส่วนประกอบ,1529670705
572,2018-10-01T00:00:00,2018,10,October,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,961793919
573,2018-10-01T00:00:00,2018,10,October,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,686430520
574,2018-10-01T00:00:00,2018,10,October,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,461051314
575,2018-10-01T00:00:00,2018,10,October,39,พลาสติกและของที่ทำด้วยพลาสติก,408619134
576,2018-10-01T00:00:00,2018,10,October,73,ของทำด้วยเหล็กหรือเหล็กกล้า,395358872
577,2018-10-01T00:00:00,2018,10,October,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,315905229
578,2018-10-01T00:00:00,2018,10,October,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,212020446
579,2018-10-01T00:00:00,2018,10,October,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),223240963
580,2018-10-01T00:00:00,2018,10,October,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,242785801
581,2018-10-01T00:00:00,2018,10,October,42,เครื่องหนัง,182850816
583,2018-10-01T00:00:00,2018,10,October,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",143012112
584,2018-10-01T00:00:00,2018,10,October,64,รองเท้า,149658583
585,2018-10-01T00:00:00,2018,10,October,94,เฟอร์นิเจอร์ ฟูก เครื่องประทีป โคมไฟ,156859985
586,2018-09-01T00:00:00,2018,9,September,87,ยานยนต์และส่วนประกอบ,1376755604
587,2018-09-01T00:00:00,2018,9,September,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,841224350
588,2018-09-01T00:00:00,2018,9,September,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,603241451
589,2018-09-01T00:00:00,2018,9,September,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,371370388
590,2018-09-01T00:00:00,2018,9,September,39,พลาสติกและของที่ทำด้วยพลาสติก,355503434
591,2018-09-01T00:00:00,2018,9,September,73,ของทำด้วยเหล็กหรือเหล็กกล้า,343724068
592,2018-09-01T00:00:00,2018,9,September,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,261489358
593,2018-09-01T00:00:00,2018,9,September,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,198528462
594,2018-09-01T00:00:00,2018,9,September,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),225504228
595,2018-09-01T00:00:00,2018,9,September,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,158568120
596,2018-09-01T00:00:00,2018,9,September,42,เครื่องหนัง,120820993
597,2018-09-01T00:00:00,2018,9,September,4,ผลิตภัณฑ์นม ไข่สัตว์ปีก น้ำผึ้งธรรมชาติ,74641659
598,2018-09-01T00:00:00,2018,9,September,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",123157084
599,2018-09-01T00:00:00,2018,9,September,64,รองเท้า,101262467
600,2018-09-01T00:00:00,2018,9,September,94,เฟอร์นิเจอร์ ฟูก เครื่องประทีป โคมไฟ,130715099
602,2018-08-01T00:00:00,2018,8,August,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,956743261
603,2018-08-01T00:00:00,2018,8,August,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,687746669
604,2018-08-01T00:00:00,2018,8,August,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,457529245
605,2018-08-01T00:00:00,2018,8,August,39,พลาสติกและของที่ทำด้วยพลาสติก,429076494
606,2018-08-01T00:00:00,2018,8,August,73,ของทำด้วยเหล็กหรือเหล็กกล้า,400010752
607,2018-08-01T00:00:00,2018,8,August,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,319504982
608,2018-08-01T00:00:00,2018,8,August,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,122968244
609,2018-08-01T00:00:00,2018,8,August,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),270658320
610,2018-08-01T00:00:00,2018,8,August,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,209961740
611,2018-08-01T00:00:00,2018,8,August,42,เครื่องหนัง,136237663
612,2018-08-01T00:00:00,2018,8,August,4,ผลิตภัณฑ์นม ไข่สัตว์ปีก น้ำผึ้งธรรมชาติ,141998477
613,2018-08-01T00:00:00,2018,8,August,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",151387237
614,2018-08-01T00:00:00,2018,8,August,64,รองเท้า,137411223
615,2018-08-01T00:00:00,2018,8,August,94,เฟอร์นิเจอร์ ฟูก เครื่องประทีป โคมไฟ,171407294
616,2018-07-01T00:00:00,2018,7,July,87,ยานยนต์และส่วนประกอบ,1444082025
617,2018-07-01T00:00:00,2018,7,July,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,859682963
618,2018-07-01T00:00:00,2018,7,July,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,606197775
619,2018-07-01T00:00:00,2018,7,July,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,382424118
620,2018-07-01T00:00:00,2018,7,July,39,พลาสติกและของที่ทำด้วยพลาสติก,371867359
621,2018-07-01T00:00:00,2018,7,July,73,ของทำด้วยเหล็กหรือเหล็กกล้า,350697253
622,2018-07-01T00:00:00,2018,7,July,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,271754206
623,2018-07-01T00:00:00,2018,7,July,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,169985575
624,2018-07-01T00:00:00,2018,7,July,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),167929862
625,2018-07-01T00:00:00,2018,7,July,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,161445516
626,2018-07-01T00:00:00,2018,7,July,42,เครื่องหนัง,127753265
627,2018-07-01T00:00:00,2018,7,July,4,ผลิตภัณฑ์นม ไข่สัตว์ปีก น้ำผึ้งธรรมชาติ,114693286
628,2018-07-01T00:00:00,2018,7,July,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",129769592
629,2018-07-01T00:00:00,2018,7,July,64,รองเท้า,110699310
630,2018-07-01T00:00:00,2018,7,July,94,เฟอร์นิเจอร์ ฟูก เครื่องประทีป โคมไฟ,135656654
631,2018-06-01T00:00:00,2018,6,June,87,ยานยนต์และส่วนประกอบ,1432390201
632,2018-06-01T00:00:00,2018,6,June,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,852648820
633,2018-06-01T00:00:00,2018,6,June,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,614182019
634,2018-06-01T00:00:00,2018,6,June,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,417977449
635,2018-06-01T00:00:00,2018,6,June,39,พลาสติกและของที่ทำด้วยพลาสติก,368017101
636,2018-06-01T00:00:00,2018,6,June,73,ของทำด้วยเหล็กหรือเหล็กกล้า,350846401
637,2018-06-01T00:00:00,2018,6,June,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,273291815
656,2018-05-01T00:00:00,2018,5,May,42,เครื่องหนัง,130255906
638,2018-06-01T00:00:00,2018,6,June,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,93307615
639,2018-06-01T00:00:00,2018,6,June,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),256248522
640,2018-06-01T00:00:00,2018,6,June,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,157804668
641,2018-06-01T00:00:00,2018,6,June,42,เครื่องหนัง,125868307
642,2018-06-01T00:00:00,2018,6,June,4,ผลิตภัณฑ์นม ไข่สัตว์ปีก น้ำผึ้งธรรมชาติ,113267420
643,2018-06-01T00:00:00,2018,6,June,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",119687930
644,2018-06-01T00:00:00,2018,6,June,64,รองเท้า,115239855
645,2018-06-01T00:00:00,2018,6,June,94,เฟอร์นิเจอร์ ฟูก เครื่องประทีป โคมไฟ,129983745
646,2018-05-01T00:00:00,2018,5,May,87,ยานยนต์และส่วนประกอบ,1478714237
647,2018-05-01T00:00:00,2018,5,May,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,835219883
648,2018-05-01T00:00:00,2018,5,May,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,612433056
649,2018-05-01T00:00:00,2018,5,May,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,438744778
650,2018-05-01T00:00:00,2018,5,May,39,พลาสติกและของที่ทำด้วยพลาสติก,421575306
651,2018-05-01T00:00:00,2018,5,May,73,ของทำด้วยเหล็กหรือเหล็กกล้า,351855928
652,2018-05-01T00:00:00,2018,5,May,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,281736131
653,2018-05-01T00:00:00,2018,5,May,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,77485693
654,2018-05-01T00:00:00,2018,5,May,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),246858859
655,2018-05-01T00:00:00,2018,5,May,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,168530769
657,2018-05-01T00:00:00,2018,5,May,4,ผลิตภัณฑ์นม ไข่สัตว์ปีก น้ำผึ้งธรรมชาติ,128989491
658,2018-05-01T00:00:00,2018,5,May,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",118678946
659,2018-05-01T00:00:00,2018,5,May,64,รองเท้า,116592472
660,2018-05-01T00:00:00,2018,5,May,94,เฟอร์นิเจอร์ ฟูก เครื่องประทีป โคมไฟ,119038736
661,2018-04-01T00:00:00,2018,4,April,87,ยานยนต์และส่วนประกอบ,1182866737
662,2018-04-01T00:00:00,2018,4,April,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,733414327
663,2018-04-01T00:00:00,2018,4,April,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,592564574
664,2018-04-01T00:00:00,2018,4,April,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,404573326
665,2018-04-01T00:00:00,2018,4,April,39,พลาสติกและของที่ทำด้วยพลาสติก,375966781
666,2018-04-01T00:00:00,2018,4,April,73,ของทำด้วยเหล็กหรือเหล็กกล้า,314260781
667,2018-04-01T00:00:00,2018,4,April,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,263937769
668,2018-04-01T00:00:00,2018,4,April,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,71999800
669,2018-04-01T00:00:00,2018,4,April,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),245381026
670,2018-04-01T00:00:00,2018,4,April,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,164701868
671,2018-04-01T00:00:00,2018,4,April,42,เครื่องหนัง,113926612
672,2018-04-01T00:00:00,2018,4,April,4,ผลิตภัณฑ์นม ไข่สัตว์ปีก น้ำผึ้งธรรมชาติ,112747404
673,2018-04-01T00:00:00,2018,4,April,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",116712396
674,2018-04-01T00:00:00,2018,4,April,64,รองเท้า,101901308
675,2018-04-01T00:00:00,2018,4,April,94,เฟอร์นิเจอร์ ฟูก เครื่องประทีป โคมไฟ,115339551
676,2018-03-01T00:00:00,2018,3,March,87,ยานยนต์และส่วนประกอบ,1276255454
677,2018-03-01T00:00:00,2018,3,March,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,812074284
678,2018-03-01T00:00:00,2018,3,March,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,596033481
679,2018-03-01T00:00:00,2018,3,March,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,442503683
680,2018-03-01T00:00:00,2018,3,March,39,พลาสติกและของที่ทำด้วยพลาสติก,410922935
681,2018-03-01T00:00:00,2018,3,March,73,ของทำด้วยเหล็กหรือเหล็กกล้า,314249309
682,2018-03-01T00:00:00,2018,3,March,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,306326161
683,2018-03-01T00:00:00,2018,3,March,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,76833984
684,2018-03-01T00:00:00,2018,3,March,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),234542299
685,2018-03-01T00:00:00,2018,3,March,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,187556121
686,2018-03-01T00:00:00,2018,3,March,42,เครื่องหนัง,125569996
687,2018-03-01T00:00:00,2018,3,March,4,ผลิตภัณฑ์นม ไข่สัตว์ปีก น้ำผึ้งธรรมชาติ,133868865
688,2018-03-01T00:00:00,2018,3,March,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",130692956
689,2018-03-01T00:00:00,2018,3,March,64,รองเท้า,107316419
690,2018-03-01T00:00:00,2018,3,March,94,เฟอร์นิเจอร์ ฟูก เครื่องประทีป โคมไฟ,108562567
691,2018-02-01T00:00:00,2018,2,February,87,ยานยนต์และส่วนประกอบ,1142841089
692,2018-02-01T00:00:00,2018,2,February,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,790013273
765,2017-10-01T00:00:00,2017,10,October,42,เครื่องหนัง,113730306
693,2018-02-01T00:00:00,2018,2,February,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,571759177
694,2018-02-01T00:00:00,2018,2,February,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,394586406
695,2018-02-01T00:00:00,2018,2,February,39,พลาสติกและของที่ทำด้วยพลาสติก,350162868
696,2018-02-01T00:00:00,2018,2,February,73,ของทำด้วยเหล็กหรือเหล็กกล้า,335770178
697,2018-02-01T00:00:00,2018,2,February,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,237372083
698,2018-02-01T00:00:00,2018,2,February,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,91951399
699,2018-02-01T00:00:00,2018,2,February,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),184053167
700,2018-02-01T00:00:00,2018,2,February,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,172925789
701,2018-02-01T00:00:00,2018,2,February,42,เครื่องหนัง,119373543
702,2018-02-01T00:00:00,2018,2,February,4,ผลิตภัณฑ์นม ไข่สัตว์ปีก น้ำผึ้งธรรมชาติ,88382163
703,2018-02-01T00:00:00,2018,2,February,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",106265920
704,2018-02-01T00:00:00,2018,2,February,64,รองเท้า,120602505
705,2018-02-01T00:00:00,2018,2,February,94,เฟอร์นิเจอร์ ฟูก เครื่องประทีป โคมไฟ,110960748
706,2018-01-01T00:00:00,2018,1,January,87,ยานยนต์และส่วนประกอบ,1226751038
707,2018-01-01T00:00:00,2018,1,January,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,845686512
